genome start end	
2634166459 2635756526 2635758645
2537562232 2540275327 2540277608
2660238171 2661296723 2661298802
2558860382 2559688728 2559690681
2548876567 2549085700 2549087527
2534681929 2535997528 2535999811
2531839568 2534006854 2534009019
2627853798 2629016215 2629018016
2531839687 2534478405 2534480619
2660238601 2663039954 2663042035
2558860338 2559559072 2559561037
2657245595 2659609262 2659611471
2654588192 2657192357 2657194411
2548876571 2549093009 2549094858
2537561922 2539156422 2539158704
2602041663 2602560897 2602562785
2693429743 2694463372 2694465450
2531839242 2532771765 2532773744
2671180999 2675062181 2675064248
2558860342 2559566918 2559568857
2713897029 2715251526 2715253806
2663762933 2664991039 2664993130
2558860298 2559479884 2559481901
2728368955 2728592346 2728594546
2529293222 2531647589 2531649564
2681813449 2684169187 2684171355
2548876644 2549240672 2549242965
2548876622 2549191345 2549193815
2558860329 2559541579 2559543549
2531839060 2532106102 2532108230
2660238219 2661491711 2661493931
2693429597 2693835708 2693837851
2713897012 2715214576 2715216716
