genome start end	
2684622639 2685173784 2685177024
2558860761 2560868640 2560871455
2563366774 2564020417 2564023693
2510065014 2510111334 2510114573
2558860775 2560906506 2560909657
2698536579 2699662955 2699665707
2541047448 2543064588 2543067001
2675903549 2678379314 2678382562
2558860749 2560833656 2560836925
2630968304 2631258136 2631261063
2558860646 2560508403 2560511664
2558860793 2560955904 2560958601
2558860694 2560661873 2560665066
2558860889 2561221814 2561224617
2531839259 2532829978 2532833446
2636415521 2636908323 2636911155
2728369003 2728768748 2728772048
2713896875 2714680939 2714684275
2728369012 2728798323 2728801672
2609460175 2611795173 2611798065
2541047551 2543425079 2543427996
2718218266 2720759016 2720761626
2541047538 2543385218 2543388001
2558860861 2561140925 2561143955
2565956740 2566919671 2566922490
2687453438 2688788865 2688791138
2558860659 2560551084 2560554392
2558860750 2560836930 2560839816
2541047580 2543498825 2543501417
2576861524 2578657446 2578661040
2537561754 2538511340 2538514592
2531839114 2532287500 2532290552
2541047589 2543526707 2543529643
2558860818 2561025473 2561027975
2558860758 2560860166 2560863123
2574180279 2576254787 2576256673
2663763051 2665455262 2665457874
2571042098 2571387026 2571389808
2576861607 2578956420 2578958972
2558860735 2560790947 2560793664
2545824669 2546335931 2546340242
2537561749 2538495197 2538497455
2558860762 2560871473 2560873997
2558860666 2560573493 2560576842
2534682302 2537311030 2537314397
2546825518 2546879551 2546882404
2541047547 2543413451 2543416273
2617271272 2619339705 2619342657
2558860945 2561381371 2561384270
2648501249 2649152872 2649155572
2558860947 2561387406 2561390723
2558860898 2561247664 2561250747
2519103092 2519446125 2519449302
2728369038 2728881036 2728883797
2576861631 2579032973 2579036064
2713896809 2714363366 2714365720
2563366788 2564062212 2564065057
2731957565 2732207986 2732210792
2563366790 2564068043 2564071205
2660238552 2662846159 2662848767
2558860642 2560495259 2560498526
2541047549 2543419390 2543422209
2684623090 2686747442 2686749887
2563366780 2564039074 2564041800
2558860672 2560591775 2560595086
2565956744 2566932236 2566935572
2558860844 2561093643 2561096463
2558860845 2561096464 2561099125
2563366811 2564151107 2564154376
2531839256 2532820891 2532823795
2636415764 2637919032 2637921635
2546825507 2546845863 2546849206
2541047550 2543422218 2543425074
2728369021 2728827359 2728830540
2576861644 2579077266 2579080262
2558860723 2560754655 2560757786
2627854120 2630301844 2630305179
647533145 647713926 647716782
2558860830 2561056154 2561058706
2558860652 2560527694 2560530992
2765235977 2766179613 2766182208
2627853688 2628548192 2628551312
2558860736 2560793668 2560796777
2558860806 2560992427 2560995001
2541047585 2543515280 2543517960
2537561760 2538531552 2538534361
2558860681 2560619095 2560622335
2600255027 2600653303 2600655858
2627853934 2629563367 2629566453
2565956763 2567002016 2567005102
2731957559 2732186773 2732190188
2574180122 2575676639 2575679560
2568526336 2569670768 2569673660
2546825514 2546867295 2546870194
2541047447 2543061873 2543064584
2558860865 2561152713 2561155276
2558860821 2561033004 2561035615
2728369034 2728869971 2728873144
2558860713 2560723245 2560726598
2606217756 2608466013 2608469088
2537561747 2538490634 2538492949
2718217901 2719254846 2719258045
2565956751 2566953963 2566956748
2558860836 2561071761 2561074542
2558860857 2561129624 2561132322
2558860903 2561263243 2561266770
2558860780 2560920675 2560923361
2558860731 2560779280 2560782565
2565956765 2567007887 2567010915
2558860892 2561230224 2561232824
2657245144 2658257492 2658260227
2558860769 2560890335 2560893102
649989942 650146003 650149152
2558860676 2560604166 2560606900
2558860881 2561198209 2561201187
2563366784 2564050616 2564053629
2519103142 2519626803 2519630120
2721755708 2723671134 2723674329
2562617050 2562809460 2562812884
2663763126 2665735908 2665738576
2529292856 2530249977 2530252926
2519103064 2519330989 2519334066
2529293278 2531821003 2531824226
2576861635 2579046972 2579049851
2558860885 2561209662 2561212822
2558860276 2559410876 2559413839
2558860685 2560632183 2560635486
2519103091 2519442955 2519446123
2660238713 2663489414 2663492234
2558860807 2560995002 2560997902
647533132 647733586 647736705
2563367064 2565321578 2565324402
2545824666 2546325666 2546328381
2728369039 2728883798 2728886244
2558860695 2560665071 2560668368
2541047548 2543416281 2543419388
2571042601 2573076141 2573078945
2558860862 2561143956 2561147190
647000245 647034974 647037972
2728369013 2728801673 2728804839
2630968437 2631795472 2631797953
2558860882 2561201189 2561203668
2558860739 2560803121 2560806255
2558860906 2561274961 2561277965
2721755477 2722685357 2722688297
2545824656 2546296406 2546299393
2636415755 2637887638 2637889939
2585427835 2586921140 2586923877
647533144 647786876 647789826
2558860677 2560606904 2560609682
2576861630 2579030011 2579032955
2574180295 2576303188 2576306123
2558860835 2561069218 2561071758
2558860772 2560898411 2560901166
2728369551 2730792346 2730794884
2519103119 2519528900 2519532106
2515154031 2515284229 2515286669
2728369032 2728863487 2728866688
2534682300 2537304644 2537307713
2558860674 2560598434 2560601282
2558860767 2560884377 2560887134
2541047582 2543504470 2543508951
643886073 644387347 644390601
2565956750 2566950729 2566953958
2718217866 2719116505 2719119781
2546825509 2546852204 2546855261
647533147 647739694 647742672
2558860715 2560729795 2560732948
2546825512 2546861268 2546864133
2728369026 2728843997 2728847318
2563366787 2564059244 2564062211
2558860867 2561158055 2561160625
2565956767 2567013746 2567016570
2558860905 2561272188 2561274959
2558860883 2561203669 2561206622
2514752023 2514790336 2514792974
2558860645 2560505059 2560508400
647533127 647754301 647757632
2561511174 2562342485 2562345480
2713897207 2716032365 2716036107
2660238194 2661380229 2661383232
2724679560 2727269629 2727273741
2657245102 2658088385 2658094628
2718218351 2721088859 2721093133
2654587658 2655260048 2655265562
2627854090 2630182826 2630185960
2639762535 2639878961 2639883271
2639762929 2641301605 2641305964
2700988698 2701181660 2701184331
2623620513 2624735687 2624739121
2622736521 2623237850 2623241460
2695420832 2697665102 2697670059
2609460295 2612319796 2612322965
2724679566 2727293788 2727297605
2695420659 2696955205 2696958239
2687453140 2687629752 2687632893
2639762746 2640568225 2640572029
2703719315 2706321642 2706326814
2627854235 2630741069 2630745184
2651869948 2653423073 2653426356
2602042044 2603623745 2603632293
2703719061 2705539443 2705543566
2619619244 2621089273 2621092277
2724679559 2727265827 2727269625
2671180403 2672630568 2672633663
2687453420 2688720031 2688724367
2681813437 2684138395 2684141993
2700989513 2703003206 2703008494
2718218460 2721558067 2721561189
2700989516 2703020504 2703026280
2703719305 2706268029 2706273288
2713897203 2716017549 2716021359
2562617037 2562756296 2562760124
2657245049 2657879973 2657883958
2724679202 2725852942 2725855543
2617271308 2619489356 2619493021
2724679574 2727325769 2727329810
2681813434 2684126060 2684130162
2703719320 2706346073 2706350665
2671180539 2673192227 2673195185
2713897211 2716047600 2716051794
2636415839 2638228877 2638232784
2660238075 2660930528 2660936224
2534682210 2536972602 2536977327
2634166426 2635621754 2635624823
2671180305 2672226111 2672230287
2663763297 2666461151 2666465125
2703719316 2706326824 2706331650
2711768655 2713640158 2713645020
2617271218 2619141344 2619145567
2703719304 2706264104 2706268023
2540341047 2540496181 2540498825
2675903382 2677744257 2677748536
2563366730 2563815571 2563819372
2630968326 2631342191 2631346116
2630968461 2631894198 2631898750
2547132073 2547259355 2547263072
2654587741 2655625403 2655628468
2681813436 2684134405 2684138392
2660238174 2661306064 2661309106
2619619242 2621081991 2621085519
2645727757 2646835874 2646839158
2703719319 2706341553 2706346072
2693429691 2694240248 2694243272
2623621014 2626505373 2626508988
2695420939 2698139238 2698141950
2636415665 2637490084 2637493973
2690316301 2693095916 2693099063
2681813177 2683190794 2683194735
2724679568 2727301719 2727305513
2627853664 2628439001 2628441786
2545824675 2546354413 2546358520
2690316268 2692954874 2692958630
2531839013 2531910993 2531915221
2671180691 2673804775 2673809021
2684623229 2687272585 2687276258
2651869946 2653417942 2653420435
2660238149 2661219187 2661222148
2724679570 2727309734 2727313960
2654587530 2654722285 2654725144
2687453701 2689808092 2689812661
2654587701 2655456255 2655459912
2667527745 2669305382 2669310916
2711768656 2713645026 2713649610
2713897205 2716025058 2716028790
2639762740 2640542165 2640544240
2703719303 2706260130 2706264092
2636415709 2637677811 2637680425
2700989514 2703008495 2703013532
2663763033 2665381084 2665386444
2671180858 2674480854 2674484615
2690315688 2690729374 2690732994
2713897122 2715608954 2715611931
639633021 639730964 639733398
2609460271 2612242338 2612244814
2547132519 2548871868 2548876218
2600255042 2600706490 2600712204
2531839097 2532217538 2532221500
2529293168 2531451370 2531456758
2630968932 2633824031 2633827127
2627853734 2628733987 2628737490
2651869908 2653277652 2653281677
2744054994 2746485813 2746489245
2660238154 2661235938 2661241488
643348528 643606927 643665063
2690316317 2693164073 2693167715
2713897213 2716055586 2716059084
2713897209 2716039735 2716043487
2690316036 2691987227 2691990820
2681813433 2684122270 2684126059
2724679550 2727233142 2727236909
2713897199 2716002323 2716006454
2713897204 2716021360 2716025055
2619619243 2621085521 2621089242
2703719310 2706294847 2706300131
2648501875 2651627536 2651630558
2671181163 2675774002 2675777724
2724679432 2726781017 2726785801
2600255061 2600779579 2600783739
2703719307 2706278824 2706284117
2597490289 2598945245 2598948967
2609459698 2609718960 2609722912
2724679553 2727244054 2727247913
642555126 642564541 642567240
2724679572 2727318168 2727322051
2724679562 2727277347 2727281176
2713896985 2715108628 2715111858
2671180990 2675029361 2675032203
2775507060 2776965924 2776969874
645058736 645610702 645616218
648028017 648087747 648092029
646206260 646236653 646240155
2703719322 2706355103 2706359615
2690315875 2691394405 2691398445
2663762878 2664773946 2664777825
2675903405 2677838223 2677843837
2660238114 2661083158 2661085898
2703719314 2706316094 2706321637
2651869679 2652401528 2652405709
2563366732 2563821477 2563825909
2711768659 2713657278 2713661584
2600254951 2600431667 2600435765
2627853631 2628289801 2628293691
2713897208 2716036109 2716039733
2660238550 2662836664 2662842099
2608642293 2609436678 2609442374
2684623210 2687200303 2687203670
2651869944 2653412011 2653414834
2724679580 2727349338 2727353790
2713897200 2716006464 2716010006
2690316223 2692754938 2692757957
2660238032 2660750606 2660754343
2617271309 2619493035 2619495838
2636416135 2639474388 2639478932
2703719306 2706273299 2706278823
2681813212 2683323376 2683327215
2675903681 2678904595 2678908291
2619619239 2621069995 2621073744
2609460270 2612239652 2612242337
2721755542 2722961991 2722966103
2627854196 2630599292 2630601565
2724679565 2727289574 2727293781
2681813432 2684118685 2684122268
2630968745 2633075214 2633078863
2724679573 2727322054 2727325765
2724679563 2727281181 2727285435
2609460281 2612276529 2612279048
2667527596 2668725299 2668728345
2617271310 2619495847 2619498694
2639762888 2641138289 2641141997
2681813435 2684130168 2684134403
2634166424 2635614381 2635617790
2718217923 2719363087 2719367476
2634166358 2635356297 2635360299
2703719311 2706300133 2706305255
2713897210 2716043488 2716047598
2721755776 2723928625 2723932485
2660238657 2663251357 2663254519
2724679431 2726777952 2726781015
2695420606 2696719665 2696723775
2695420941 2698145737 2698148372
2721755695 2723609924 2723614062
2703719317 2706331653 2706337023
2636415866 2638337424 2638340954
2671181058 2675311435 2675314385
2660238492 2662601578 2662605285
2599185174 2599431222 2599433159
2663763402 2666878570 2666882381
2630968942 2633868402 2633871132
2651869832 2653032516 2653035569
641736153 642106031 642109133
2703719321 2706350668 2706355102
2513237367 2514636473 2514641540
2728369666 2731277184 2731280545
2740892543 2743897652 2743902005
641736147 642089031 642091728
2775507061 2776969876 2776972381
2503198003 2503220374 2503224528
2728369667 2731280546 2731285244
2517572000 2517572000 2517576358
2775507065 2776982266 2776985957
640427109 640571598 640731921
2740892227 2742573092 2742578567
637000080 637384923 637387426
647533125 648011380 648015610
2519899574 2520185486 2520189873
2775507062 2776972385 2776976687
641522617 641592520 641662745
2585427665 2586116131 2586119500
2576861566 2578828204 2578833076
2510065048 2510259267 2510264093
2599185205 2599582534 2599586304
641736152 642109137 642112046
2565956637 2566518969 2566522965
2505119009 2505155652 2505157271
2706795011 2708592779 2708593086
637000077 638080873 640734784
2772190653 2772361881 2772366474
641736148 642085006 642089030
2775507069 2776996324 2776999743
2524023202 2524427580 2524431062
2516143112 2516416626 2516421462
640753020 640757573 640861165
2507262051 2507487047 2507491275
2775507064 2776979475 2776982259
2585428084 2587828572 2587833179
2509887034 2510059735 2510064207
640753017 640745958 640849686
2740892544 2743902007 2743906212
641522618 641728934 641734025
2502957025 2502997930 2503001765
2576861698 2579254268 2579259814
2574180213 2576002254 2576007468
2585428079 2587812567 2587816483
641522619 641570363 641656865
2775507067 2776989236 2776992740
637000079 637180711 637254096
2728369724 2731531396 2731536251
2728369582 2730901353 2730905268
2775507068 2776992746 2776996323
2522125167 2522544844 2522547606
2718218017 2719761566 2719766186
2590828839 2593249404 2593254434
2593339125 2595064803 2595067317
2574179869 2574817071 2574820185
2648501381 2649688555 2649693113
2509276051 2509526786 2509530902
2590828840 2593254435 2593259263
2563366727 2563806157 2563809060
2630968386 2631593556 2631597347
2751185977 2754137124 2754140420
2563367167 2565687575 2565690444
2516493007 2516522287 2516530084
645058813 645574857 645578643
648276630 648850278 648854960
2502957024 2502994975 2502997928
2627854033 2629948277 2629953598
2608642274 2609352993 2609358929
2571042530 2572835968 2572840177
2562617194 2563345628 2563351077
642791615 642847602 642851470
2593339124 2595062268 2595064802
2603880195 2606103502 2606109357
2585428089 2587847745 2587852309
2623620482 2624618260 2624622746
2524614847 2526024248 2526029724
650716025 650799326 650811352
2700989517 2703026283 2703032464
2630968635 2632614102 2632617966
2579778518 2579838864 2579842831
2690315891 2691459129 2691461201
2698536316 2698602108 2698605116
2515154207 2516112099 2516117970
643886206 644206048 644210008
637000076 637038662 637179414
2503707003 2503714730 2503718610
645058817 645587022 645589339
2775507066 2776985965 2776989228
2740892542 2743893264 2743897646
2524023211 2524472122 2524475669
2585428070 2587785203 2587789479
2524614705 2525473149 2525477339
2524614700 2525455638 2525459199
2585428078 2587809482 2587812560
2524614838 2525994107 2526000009
2524614698 2525447170 2525450626
641736249 642463522 642466985
2740892193 2742428303 2742433055
2574180002 2575272284 2575278100
2597489881 2597835743 2597838941
2563367072 2565345093 2565355407
641736143 642095682 642098892
2524614699 2525450629 2525455627
642555125 642645335 642648703
2523533604 2523910461 2523913516
650716024 650949819 650953847
641736137 642081213 642085005
642979371 643116794 643119072
2585428069 2587778939 2587785198
640753019 640745858 640857046
2563367166 2565681451 2565687573
648028016 648143108 648939904
2597489894 2597888420 2597892191
2773858021 2775254368 2775258746
2585427701 2586261702 2586265788
645058703 645506027 645510433
643692016 643808061 643812038
2751185976 2754133256 2754137117
2509276060 2509566918 2509571882
2775507063 2776976692 2776979474
2728369723 2731524531 2731531392
2574179769 2574433573 2574436572
2600254992 2600549555 2600552576
2667527760 2669365815 2669369786
2721755758 2723857971 2723862277
2703719182 2705801721 2705807340
2599185222 2599656655 2599659436
2772190775 2772971327 2772975885
2534682142 2536732054 2536735209
2675903247 2677222527 2677226173
641736169 642321641 642324170
2703719323 2706359616 2706364132
2703719312 2706305260 2706310914
2551306534 2553457192 2553460988
2579778830 2581154860 2581157848
2698536452 2699159643 2699163478
2609460282 2612279056 2612281671
651285002 651311055 651315606
643348529 643574147 643577750
2534682367 2537547885 2537552416
2630968779 2633215800 2633219918
2718218349 2721083856 2721087820
2687453274 2688143493 2688147663
2617271311 2619498698 2619501481
641736144 642091732 642095679
2596583697 2597461224 2597466149
2619619074 2620579142 2620585154
2609460287 2612294659 2612297397
2541046971 2541300378 2541305034
2675903344 2677580671 2677584752
640753016 640743909 640775356
2554235109 2554715258 2554719598
2609460292 2612308472 2612311253
2619619241 2621078467 2621081990
2713897202 2716013839 2716017548
2660238407 2662273703 2662277860
2703719309 2706289413 2706294846
2651869779 2652805038 2652808335
2695420950 2698189168 2698192146
2724679571 2727313962 2727318162
2554235037 2554426027 2554429631
2681813431 2684114551 2684118682
2724679581 2727353793 2727358287
2645727554 2645961497 2645965131
2695420390 2695788918 2695791801
2639762517 2639817679 2639823968
2630968502 2632050807 2632053606
2724679578 2727341154 2727344878
2645728099 2648311509 2648315727
2724679556 2727255131 2727258736
2667528001 2670385627 2670389618
2724679555 2727251615 2727255126
2568526205 2569224921 2569229630
2724679561 2727273744 2727277344
2744054832 2745805252 2745811714
2519899647 2520495073 2520498088
2721755605 2723236961 2723241615
2703719318 2706337026 2706341551
2654588128 2657014555 2657018768
641380427 641396172 641400137
2695420555 2696503380 2696507418
643692017 643844541 643848996
2724679567 2727297609 2727301715
2724679576 2727333762 2727337445
2574179756 2574380786 2574386113
2706795010 2708591682 2708592778
2517572005 2517588286 2517591146
2524614797 2525853799 2525858061
2648501799 2651313797 2651317963
2675903229 2677159865 2677163491
646862320 646965466 646969085
2648501769 2651191225 2651195784
2724679552 2727240606 2727244047
2596583699 2597468897 2597473204
2751185978 2754140421 2754143645
2541047555 2543438996 2543442777
2634166322 2635186383 2635190336
2684622633 2685153681 2685156600
649989921 650270367 650274622
2597490299 2598983717 2598988389
2654588030 2656683038 2656688352
2718218005 2719706871 2719710469
2551306367 2552805472 2552808563
2724679575 2727329814 2727333755
2724679551 2727236912 2727240602
2713897206 2716028791 2716032363
2703719313 2706310917 2706316089
2684623151 2686986434 2686990369
2526164529 2526266146 2526272837
645058763 645653910 645658388
2554235459 2556036200 2556040330
2724679564 2727285442 2727289570
2660237905 2660255221 2660258924
2547132285 2548150145 2548152979
2663763217 2666126222 2666129952
2713897212 2716051796 2716055583
2651869840 2653058839 2653062136
2534682204 2536943665 2536947038
2703719308 2706284120 2706289412
2617271312 2619501482 2619504313
2602041633 2602437035 2602444716
2651869905 2653264128 2653268412
2619619256 2621141391 2621145082
2582580968 2584088189 2584094074
2585428146 2588065944 2588068742
2713897201 2716010009 2716013838
641380448 641390772 641393764
2703719181 2705797342 2705801720
2579778957 2581699734 2581703927
2558860979 2561451569 2561457155
2675903463 2678062506 2678066762
641736145 642102311 642106018
2593339269 2595564593 2595568480
2558860349 2559580570 2559583771
2711768657 2713649612 2713651698
2724679582 2727358290 2727361803
2537561919 2539148592 2539151874
2597490296 2598972563 2598976360
2562617079 2562924708 2562928946
650716027 651012708 651015381
2724679579 2727344880 2727349325
2724679557 2727258737 2727262268
2687453704 2689820558 2689825243
2700989515 2703013533 2703020503
2681813430 2684110989 2684114549
2671180031 2671283330 2671285837
2667527854 2669754240 2669758265
2561511142 2562233794 2562236699
2541046955 2541265716 2541269704
2671180483 2672961498 2672964445
2609460288 2612297399 2612300180
2718217929 2719394186 2719397278
2554235205 2555128780 2555132889
2651869619 2652166715 2652170815
2619619272 2621194872 2621198769
2687453717 2689870517 2689872831
2541047088 2541785340 2541789354
2700989511 2702996613 2703000524
2617270891 2617922371 2617927221
2551306477 2553221188 2553225277
2634166354 2635340464 2635343299
651053017 651109894 651113917
2663762825 2664541738 2664545491
2630968499 2632035922 2632041881
2724679577 2727337446 2727341153
2706794945 2708522457 2708522705
640753018 640745906 640853239
2724679569 2727305514 2727309732
2744054950 2746285868 2746291325
641736146 642098894 642102310
2519899573 2520181899 2520185485
2617270958 2618207408 2618211354
2724679558 2727262269 2727265820
2579778644 2580378122 2580385039
2700989518 2703032465 2703037912
641736270 642200161 642203398
2627853721 2628679197 2628683311
2773857856 2774693354 2774695796
2654588125 2657008064 2657010467
2724679554 2727247914 2727251614
2684622663 2685277987 2685280829
2654588056 2656801100 2656806585
2609460278 2612264937 2612269100
2619619271 2621190420 2621194868
2721755807 2724029630 2724033473
2643221951 2645668867 2645675263
2617271078 2618711971 2618718324
2639762622 2640248183 2640254003
2687453217 2687899915 2687906344
2630968313 2631293237 2631297197
2639762528 2639861322 2639867144
2648501654 2650698987 2650705357
2636416125 2639422952 2639427420
2671181081 2675407736 2675411832
2639763179 2642312106 2642316313
2687453264 2688104383 2688108360
2548876779 2549798556 2549804126
2695420879 2697871452 2697877338
2681813376 2683992773 2683998605
2648501630 2650567195 2650572998
2547132138 2547528072 2547532826
2630968977 2634003581 2634007451
2716884206 2717053041 2717057231
2718218480 2721620911 2721624868
2713897129 2715641474 2715647312
2660238424 2662333484 2662339658
2537562007 2539474107 2539479983
2713896870 2714659106 2714664705
2648501114 2648558556 2648562457
2630968612 2632511375 2632517101
2548876526 2548975190 2548978187
2684623201 2687155992 2687163155
2716884857 2717798499 2717803214
2615840537 2615977387 2615983230
2671181184 2675857540 2675861780
2703719223 2705968903 2705974641
2540341072 2540548455 2540552791
2615840647 2616413486 2616417605
2597490318 2599000450 2599004601
2663763240 2666227769 2666231464
2617270767 2617469213 2617472755
2627854195 2630595345 2630599291
2648501128 2648621898 2648627425
2728369074 2729024841 2729030642
2654587517 2654669937 2654675352
2630968476 2631956028 2631961324
2667527922 2670036278 2670041009
2648501744 2651098219 2651103027
2721755585 2723140664 2723144864
2667528097 2670783461 2670789327
2713897174 2715881879 2715885590
2654587627 2655117877 2655122480
2703718890 2704960717 2704966681
2534681696 2535078058 2535084975
2630968550 2632251785 2632255678
2531839362 2533219068 2533224873
2627853693 2628567693 2628573387
2671180634 2673570956 2673576809
2721755582 2723127699 2723132813
2654588002 2656556999 2656563573
2630968507 2632068885 2632074745
2671180323 2672303459 2672308895
2645727963 2647732115 2647735917
2654587703 2655466198 2655470044
2645727550 2645943491 2645947946
2718217762 2718749149 2718752935
2703719228 2705997643 2706003448
2684623143 2686955873 2686960331
2718218152 2720313597 2720318165
2713897135 2715676305 2715682097
2600255128 2601043022 2601048580
2713897124 2715612557 2715618373
2671180983 2675005402 2675009084
2609459843 2610213462 2610218473
2648501635 2650591679 2650597756
2634166386 2635469277 2635473343
2648501665 2650763243 2650769034
2700989371 2702335007 2702339127
2648501928 2651863596 2651869254
2561511198 2562455803 2562462134
2630968704 2632902158 2632908372
2562617067 2562866051 2562872061
2639763152 2642212273 2642216259
2687453365 2688481494 2688487543
2636415827 2638177286 2638181568
2648501655 2650705359 2650710823
2700989522 2703052537 2703058418
2541047519 2543318456 2543322654
2667527694 2669092890 2669096856
2711768138 2712412911 2712416754
2663763031 2665374853 2665379083
2728369088 2729094405 2729100138
2634166398 2635511432 2635515595
2648501648 2650662804 2650668269
2634166502 2635949490 2635953680
2636416173 2639642768 2639648215
2648501650 2650673889 2650679829
2537561969 2539312771 2539318310
2547132164 2547628419 2547633938
2609460072 2611302373 2611307168
2718217994 2719650715 2719657467
2630968317 2631308073 2631312002
2636415776 2637975333 2637979206
2645727649 2646361470 2646368909
640753005 640745441 640887861
2681813049 2682668328 2682674234
2654587976 2656451384 2656455621
2716884202 2717036992 2717040930
2684622568 2684884754 2684890278
2537562213 2540190561 2540197267
2617271079 2618718325 2618723000
2648501639 2650615008 2650620532
2636415614 2637283402 2637287766
2600255129 2601048581 2601054158
2617270740 2617367940 2617372451
2718218369 2721180092 2721186026
2541047086 2541778584 2541782677
2617271030 2618526561 2618532159
2695420571 2696576153 2696580908
2703719232 2706021372 2706027145
2687453680 2689686974 2689692209
2648501642 2650632709 2650638601
2671180655 2673655047 2673658905
2547132049 2547205621 2547209879
2609460179 2611812807 2611818556
2645728053 2648112764 2648117167
2728369091 2729111836 2729117802
2645727926 2647576517 2647581795
2718218445 2721503313 2721508607
2645727773 2646898695 2646905957
2630968442 2631816182 2631820125
2648501205 2648962782 2648967751
2534681946 2536076999 2536081044
2627854229 2630718576 2630725512
2537562224 2540250879 2540256856
2600255130 2601054159 2601059711
2671180244 2671971235 2671975334
2716884201 2717033084 2717036969
2630968928 2633804745 2633810633
2654587560 2654861865 2654866124
2597490166 2598570843 2598576596
2675903329 2677516543 2677522209
2545824506 2545840461 2545844776
2648501240 2649113631 2649118546
2687453122 2687553337 2687557678
2643221729 2644701410 2644708438
2713897134 2715670515 2715676304
2545555800 2545555800 2545560113
2651869764 2652748682 2652753452
2690315888 2691445529 2691450885
2713897250 2716236506 2716242418
2630968359 2631485691 2631492006
2636415661 2637473216 2637479099
2597490107 2598325282 2598330863
2667527573 2668623900 2668628262
2537561730 2538435062 2538440849
2630968749 2633085311 2633090975
2562617068 2562872069 2562877780
2531839575 2534038730 2534044529
2648501890 2651690772 2651697216
2634166461 2635764513 2635770396
2684623168 2687052489 2687058629
2708743148 2710184251 2710188301
2639762634 2640281127 2640287143
2636415615 2637287767 2637294099
2648501658 2650723136 2650728859
2599185264 2599824778 2599830030
2529292752 2529852006 2529858900
2540341094 2540605082 2540609038
2627854013 2629873838 2629879612
2630968595 2632438875 2632444702
2534682106 2536604633 2536607978
2648501674 2650806478 2650810321
2623620454 2624522258 2624528140
2648501631 2650572999 2650578772
2547132230 2547916714 2547920930
2563366514 2563426684 2563432999
2636415596 2637209046 2637213413
2703719229 2706003454 2706009438
2728369075 2729030643 2729036166
2645727538 2645890098 2645894246
2609460101 2611448974 2611455069
2648501649 2650668272 2650673886
2617271261 2619307143 2619311290
2690315881 2691414697 2691419317
2671180122 2671624306 2671631544
2690315818 2691193116 2691195781
2648501659 2650728862 2650735233
2561511195 2562439702 2562446747
2684623086 2686733508 2686737460
2718218248 2720682036 2720687552
2708743157 2710241132 2710245207
2558860475 2560018326 2560023431
2690315901 2691496053 2691500164
2648501637 2650603754 2650609502
2547132184 2547704380 2547707847
2671180266 2672055107 2672061681
2639762914 2641243212 2641248660
2700989369 2702326844 2702330992
2728369077 2729041663 2729047802
2713897043 2715291457 2715297289
2529293004 2530839977 2530845706
2548876763 2549736226 2549740093
2531839364 2533231123 2533237478
2648501465 2650019218 2650022983
2703719226 2705986151 2705991881
2597490096 2598276156 2598281774
2648501663 2650751418 2650757239
2703719249 2706073786 2706079461
2623620577 2625011330 2625017182
2643221710 2644601357 2644607334
2703719217 2705934076 2705939566
2703719234 2706032950 2706038707
2630968303 2631252266 2631258135
2687453537 2689186059 2689192225
2609460102 2611455120 2611460507
2540341129 2540718943 2540723293
2627853654 2628391563 2628398246
2630968468 2631924116 2631930010
2724679199 2725837640 2725841808
2713896803 2714339519 2714343257
2541047554 2543434132 2543438995
2651869571 2652059559 2652065415
2627853885 2629364654 2629370602
2636415949 2638682096 2638686140
2606217805 2608602937 2608608899
2724679133 2725583398 2725586634
2675903663 2678827894 2678833903
2619619305 2621325612 2621329766
2687453486 2688977531 2688984356
2645727957 2647706568 2647710427
2619619236 2621058321 2621063070
2636415735 2637793621 2637799522
2609460306 2612367993 2612372106
2681812862 2681981848 2681985706
2648501927 2651856429 2651863595
2630968707 2632917783 2632921726
2537562035 2539582209 2539588079
2537561850 2538894575 2538900356
2529292578 2529465069 2529470194
2687453290 2688201511 2688208023
2681813378 2684004463 2684010308
2660238361 2662086070 2662091463
2660238064 2660886492 2660890635
2630968204 2630982454 2630989281
2660238582 2662965882 2662969970
2775507157 2777660395 2777665475
2775507150 2777622815 2777628882
2728369101 2729166578 2729172424
2713897133 2715664829 2715670512
2687453793 2690209581 2690214838
2671181043 2675250596 2675256090
643348512 643467560 643473116
2728369647 2731183470 2731188213
2667527735 2669259799 2669263697
2728369134 2729316934 2729322712
2772191024 2773851623 2773857526
2645727705 2646617070 2646622850
2671181008 2675094782 2675098762
2541047117 2541895716 2541902104
2534681777 2535441156 2535446904
2654588201 2657218323 2657222229
2684623095 2686770231 2686775714
2645727994 2647855430 2647860889
2639763006 2641608671 2641613221
2597490277 2598895715 2598902469
2531839576 2534044531 2534050302
2547132509 2548832810 2548837190
2728369076 2729036167 2729041659
2648501640 2650620533 2650626527
2775507193 2777839960 2777845552
2648501154 2648734755 2648738775
2675903249 2677228300 2677234144
2609460106 2611479622 2611485452
2645727745 2646789294 2646793518
2667527762 2669372590 2669378461
2597490167 2598576598 2598580209
2519103147 2519648945 2519655713
2648501660 2650735235 2650740961
2540341147 2540757328 2540761169
2648501746 2651107614 2651111972
2627853720 2628674835 2628679195
2663763266 2666337739 2666341723
2718218142 2720268867 2720274474
2713897172 2715874331 2715878179
2728368986 2728692627 2728697151
2728369163 2729452343 2729458051
2713897137 2715687919 2715693750
2663763157 2665877887 2665883783
643886031 644482480 644488237
2734482180 2735500723 2735504663
2667527537 2668504066 2668509916
2778261138 2778990388 2778996382
2687453378 2688533705 2688537934
2698536688 2700093840 2700099659
649633009 649706359 649710637
